opportunity_id,sales_agent,product,account,stage,created_date,close_date,amount
ZBAMKTFX,Kary Hendrixson,GTXPro,Labdrill,Won,4/26/2017,8/8/2017,4901
I6ZC5V1K,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,7/16/2017,7/26/2017,5008
G0ECB8FS,Kary Hendrixson,GTXPro,Labdrill,Won,12/15/2016,3/15/2017,5100
J9V49YC3,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,9/13/2017,12/12/2017,5158
FWTNRN0L,Hayden Neloms,GTX Plus Pro,Labdrill,Won,4/30/2017,8/12/2017,5408
KUJ5M6J3,Kary Hendrixson,GTXPro,Labdrill,Won,9/5/2017,12/27/2017,5663
RAUWH0GP,Kami Bicknell,GTX Plus Pro,Labdrill,Won,9/25/2017,11/27/2017,6105
731TOWDY,Elease Gluck,GTK 500,Labdrill,Won,4/28/2017,6/18/2017,27385
BNY8MJ6L,Kary Hendrixson,GTX Basic,Labdrill,Engaging,2/16/2017,7/6/2017,381
KJHM27ZM,Daniell Hammack,GTX Plus Pro,Labdrill,Engaging,5/15/2017,10/7/2017,4725
3SEMPUU1,Markita Hansen,GTXPro,Labdrill,Engaging,5/17/2017,7/7/2017,2890
11V16SZZ,Corliss Cosme,GTX Basic,Labdrill,Engaging,5/24/2017,8/4/2017,294
1FEHFRKX,Anna Snelling,GTX Plus Pro,Labdrill,Engaging,7/20/2017,12/14/2017,4385
7P069DNF,Kary Hendrixson,GTX Plus Basic,Labdrill,Engaging,8/20/2017,12/7/2017,609
WZ3FJA3V,Zane Levy,GTX Plus Basic,Labdrill,Engaging,8/25/2017,12/24/2017,1093
059K86LU,Kami Bicknell,GTX Plus Pro,Labdrill,Engaging,8/26/2017,9/29/2017,4651
1LHU0876,Elease Gluck,MG Advanced,Labdrill,Engaging,9/22/2017,1/24/2018,2894
JW51LS6C,Maureen Marcano,MG Advanced,Lexiqvolax,Lost,11/19/2017,12/4/2017,3114
3CJMQNT0,Zane Levy,GTXPro,Lexiqvolax,Lost,9/11/2017,11/14/2017,3102
U8H8VGI0,James Ascencio,GTXPro,Lexiqvolax,Lost,8/2/2017,11/2/2017,3326
G7U0HP7Q,Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,10/27/2017,10/29/2017,442
6D7N5SQ7,Vicki Laflamme,MG Special,Lexiqvolax,Lost,10/20/2017,10/28/2017,52
XSQOEHEA,Hayden Neloms,MG Advanced,Lexiqvolax,Lost,10/10/2017,10/15/2017,2621
J8G6HTCM,James Ascencio,MG Special,Lexiqvolax,Lost,9/29/2017,10/11/2017,44
9HWUTUXQ,Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,9/30/2017,10/9/2017,323
XQ6FMG3L,Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,9/29/2017,10/6/2017,529
BQINW2LB,Markita Hansen,MG Special,Lexiqvolax,Lost,6/6/2017,9/9/2017,49
9KTHISLX,James Ascencio,MG Advanced,Lexiqvolax,Lost,5/29/2017,8/18/2017,2022
G8XGVIG2,Zane Levy,GTX Plus Basic,Lexiqvolax,Lost,7/17/2017,7/26/2017,711
PDIYRBQJ,Zane Levy,GTX Plus Basic,Lexiqvolax,Lost,7/13/2017,7/15/2017,653
SOW7H1RP,Vicki Laflamme,MG Advanced,Lexiqvolax,Lost,7/2/2017,7/3/2017,2972
A6CE8BHR,James Ascencio,GTX Plus Basic,Lexiqvolax,Lost,3/11/2017,6/8/2017,586
TMW4J6NA,James Ascencio,GTX Plus Pro,Lexiqvolax,Lost,2/27/2017,6/4/2017,2876
YO32O3T9,Zane Levy,GTXPro,Lexiqvolax,Lost,2/17/2017,5/28/2017,3033
20QTAZ1L,Zane Levy,MG Special,Lexiqvolax,Lost,5/18/2017,5/23/2017,34
1DZNTUSA,Kami Bicknell,GTXPro,Lexiqvolax,Lost,5/12/2017,5/20/2017,2453
NENHRB3K,Vicki Laflamme,MG Advanced,Lexiqvolax,Lost,4/28/2017,5/14/2017,2607
N6CXTO48,Zane Levy,GTX Basic,Lexiqvolax,Lost,5/4/2017,5/9/2017,337
GIIKA5B9,Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,4/27/2017,4/29/2017,455
KXY0TY2K,Markita Hansen,GTX Plus Basic,Lexiqvolax,Lost,4/28/2017,4/29/2017,847
G1C9IG0T,Rosalina Dieter,MG Special,Lexiqvolax,Lost,4/17/2017,4/27/2017,36
68KYNPDQ,Hayden Neloms,GTX Plus Basic,Lexiqvolax,Lost,4/15/2017,4/24/2017,1087
7PWQUE7O,Markita Hansen,GTX Basic,Lexiqvolax,Lost,3/27/2017,4/2/2017,488
D7H1EGS9,Zane Levy,GTX Basic,Lexiqvolax,Lost,1/20/2017,3/20/2017,450
FA6JQ4V2,Kami Bicknell,MG Special,Lexiqvolax,Won,6/4/2017,9/16/2017,53
0W8VWJDS,Vicki Laflamme,MG Special,Lexiqvolax,Won,10/16/2017,10/18/2017,56
0J24X1Y0,Kami Bicknell,MG Special,Lexiqvolax,Won,9/6/2017,9/15/2017,56
SVMB8M7E,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2/3/2017,6/9/2017,441
4J8IA9GL,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,11/12/2017,12/29/2017,470
X69POZIN,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,1/25/2017,5/6/2017,481
2WPEOPIF,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,9/5/2017,12/4/2017,491
WAFSPTW6,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,7/3/2017,7/14/2017,491
7CC38V2J,Kami Bicknell,GTX Basic,Lexiqvolax,Won,4/21/2017,6/29/2017,531
JGXLR3H3,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,4/30/2017,8/6/2017,532
910IXBKP,Kami Bicknell,GTX Basic,Lexiqvolax,Won,6/18/2017,6/22/2017,551
8OMML4E8,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,9/2/2017,9/16/2017,555
NQZNAEYQ,Kami Bicknell,GTX Basic,Lexiqvolax,Won,5/31/2017,9/3/2017,560
EUQCW0ZA,Rosalina Dieter,GTX Basic,Lexiqvolax,Won,7/15/2017,7/23/2017,650
8I4915WD,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,6/8/2017,9/2/2017,805
OGD4MDJ9,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,12/5/2016,3/21/2017,891
THNEGVH2,Kary Hendrixson,GTX Plus Basic,Lexiqvolax,Won,9/17/2017,11/14/2017,948
B6L071P2,Kary Hendrixson,GTX Plus Basic,Lexiqvolax,Won,8/24/2017,11/13/2017,948
GIDII30C,Vicki Laflamme,GTX Plus Basic,Lexiqvolax,Won,11/1/2017,11/10/2017,960
72LNJRY9,Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,1/7/2017,3/25/2017,1135
VUAFV8SS,James Ascencio,GTX Plus Basic,Lexiqvolax,Won,9/27/2017,12/7/2017,1178
921APYA3,Markita Hansen,GTX Plus Basic,Lexiqvolax,Won,12/9/2017,12/25/2017,1192
PW7QNSFG,Rosalina Dieter,MG Advanced,Lexiqvolax,Won,9/4/2017,11/6/2017,3275
9LFX3HBC,Elease Gluck,MG Advanced,Lexiqvolax,Won,3/9/2017,3/25/2017,3333
B6F9PSRN,Maureen Marcano,GTXPro,Lexiqvolax,Won,7/1/2017,8/7/2017,4689
KBKHKULU,Zane Levy,GTX Plus Pro,Lexiqvolax,Won,1/19/2017,3/18/2017,4869
TEM0I59X,Kami Bicknell,GTX Plus Pro,Lexiqvolax,Won,9/20/2017,12/9/2017,4906
GIIHTQGY,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,9/13/2017,11/16/2017,4972
7ITUU2YO,Vicki Laflamme,GTXPro,Lexiqvolax,Won,7/17/2017,9/17/2017,5054
EFA9E6WV,Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,6/24/2017,9/30/2017,5056
X58FLJ8K,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,5/24/2017,9/18/2017,5190
GIZAD3ZN,James Ascencio,GTXPro,Lexiqvolax,Won,9/14/2017,12/7/2017,5230
2UHH7PD3,Zane Levy,GTXPro,Lexiqvolax,Won,4/30/2017,5/13/2017,5311
SUO8VZQ8,Vicki Laflamme,GTX Plus Pro,Lexiqvolax,Won,3/23/2017,6/14/2017,5930
UPAGB68Z,Maureen Marcano,GTX Plus Pro,Lexiqvolax,Won,4/20/2017,4/30/2017,5958
5C13TAA8,Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,11/10/2017,12/22/2017,6299
M3MJY0CK,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,7/3/2017,9/27/2017,6693
9E3H6ONP,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,11/21/2017,11/25/2017,6932
OUIK8VX3,Elease Gluck,GTK 500,Lexiqvolax,Won,4/19/2017,4/20/2017,23746
VDIU10RV,Markita Hansen,MG Special,Lexiqvolax,Engaging,11/23/2016,12/29/2016,39
PGXIPGDM,Vicki Laflamme,MG Advanced,Lexiqvolax,Engaging,4/12/2017,6/16/2017,2755
GG85QBTM,Elease Gluck,GTK 500,Lexiqvolax,Engaging,6/10/2017,10/4/2017,22922
DMG5EOFC,Violet Mclelland,MG Advanced,Lexiqvolax,Engaging,7/19/2017,10/4/2017,2777
YB4YJTK4,Kami Bicknell,GTX Basic,Lexiqvolax,Engaging,8/23/2017,11/5/2017,409
WZN26QZQ,Corliss Cosme,GTX Plus Pro,Lexiqvolax,Engaging,8/27/2017,10/15/2017,5407
K9KGXL2E,Markita Hansen,MG Advanced,Lexiqvolax,Engaging,12/13/2017,1/22/2018,2535
6QRZCDL0,Violet Mclelland,MG Advanced,Massive Dynamic,Lost,11/26/2017,11/27/2017,3303
RMQME3N0,Donn Cantrell,GTX Plus Basic,Massive Dynamic,Lost,10/8/2017,11/21/2017,858
KXEZ5B3Q,Reed Clapper,MG Special,Massive Dynamic,Lost,11/5/2017,11/17/2017,33
NZIJ3KKG,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,11/10/2017,11/16/2017,683
R2C8A8SA,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,10/18/2017,11/5/2017,1026
KOPJOMQE,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,10/24/2017,10/29/2017,806
PIPQZ9SQ,Wilburn Farren,MG Special,Massive Dynamic,Lost,10/17/2017,10/19/2017,40
PBJ62FC3,Rosie Papadopoulos,GTXPro,Massive Dynamic,Lost,9/23/2017,10/5/2017,3821
8SNDBWPP,Donn Cantrell,GTX Plus Pro,Massive Dynamic,Lost,7/12/2017,9/28/2017,4180
HBMOSBAK,Daniell Hammack,GTXPro,Massive Dynamic,Lost,6/28/2017,8/14/2017,3918
BTM58SCH,Cassey Cress,GTXPro,Massive Dynamic,Lost,4/26/2017,8/9/2017,3694
4L8RQVL9,Donn Cantrell,GTXPro,Massive Dynamic,Lost,7/28/2017,8/6/2017,4163
DOVFYIIO,Donn Cantrell,GTXPro,Massive Dynamic,Lost,7/29/2017,7/30/2017,3802
DFG6OP8T,Daniell Hammack,GTX Plus Pro,Massive Dynamic,Lost,7/6/2017,7/18/2017,3364
EK0ZZHKT,Cassey Cress,MG Advanced,Massive Dynamic,Lost,3/15/2017,6/24/2017,2086
B5QCN9H7,Violet Mclelland,MG Special,Massive Dynamic,Lost,3/10/2017,5/29/2017,50
1XHLB0Q5,Boris Faz,GTX Plus Basic,Massive Dynamic,Lost,3/5/2017,5/9/2017,664
6QF3D2RI,Garret Kinder,GTX Basic,Massive Dynamic,Lost,2/19/2017,5/5/2017,306
RYO875D0,Garret Kinder,GTX Basic,Massive Dynamic,Lost,4/19/2017,4/28/2017,288
Y975VCYM,Reed Clapper,MG Special,Massive Dynamic,Lost,3/31/2017,4/12/2017,39
TNUCQKW6,Daniell Hammack,GTXPro,Massive Dynamic,Lost,4/1/2017,4/3/2017,2933
GVSAAKF4,Wilburn Farren,MG Special,Massive Dynamic,Won,8/3/2017,11/21/2017,50
RVIU1YQ8,Corliss Cosme,MG Special,Massive Dynamic,Won,3/13/2017,3/24/2017,50
BZNGP0DN,Reed Clapper,MG Special,Massive Dynamic,Won,7/28/2017,8/10/2017,53
HTA6XLY3,Reed Clapper,MG Special,Massive Dynamic,Won,6/5/2017,9/24/2017,54
LBZY9VUG,Violet Mclelland,MG Special,Massive Dynamic,Won,6/24/2017,9/17/2017,55
L36WU4AH,Violet Mclelland,MG Special,Massive Dynamic,Won,4/11/2017,4/12/2017,55
SK3A12HI,Corliss Cosme,MG Special,Massive Dynamic,Won,11/21/2017,12/21/2017,57
GH6U8WWN,Daniell Hammack,GTX Basic,Massive Dynamic,Won,3/14/2017,3/19/2017,425
0FLFT1R4,Corliss Cosme,GTX Basic,Massive Dynamic,Won,5/19/2017,8/3/2017,516
I3MC9XZC,Violet Mclelland,GTX Basic,Massive Dynamic,Won,2/13/2017,5/18/2017,533
OBE9NAIO,Reed Clapper,GTX Basic,Massive Dynamic,Won,4/25/2017,6/4/2017,538
B0XO4WY7,Donn Cantrell,GTX Basic,Massive Dynamic,Won,6/22/2017,7/2/2017,553
24UTFDPK,Cassey Cress,GTX Basic,Massive Dynamic,Won,2/23/2017,3/12/2017,572
P7GCDFU8,Reed Clapper,GTX Basic,Massive Dynamic,Won,6/20/2017,9/14/2017,649
USJ0JACE,Violet Mclelland,GTX Plus Basic,Massive Dynamic,Won,12/14/2017,12/16/2017,960
QKQ5N9Z1,Corliss Cosme,GTX Plus Basic,Massive Dynamic,Won,4/14/2017,4/23/2017,1033
J0WKJLR6,Cassey Cress,GTX Plus Basic,Massive Dynamic,Won,9/21/2017,11/21/2017,1039
0FIG6ZP2,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Won,3/8/2017,6/27/2017,1142
22WVAXR2,Cassey Cress,GTX Plus Basic,Massive Dynamic,Won,7/25/2017,7/29/2017,1311
P96S0ATV,Boris Faz,MG Advanced,Massive Dynamic,Won,5/13/2017,6/1/2017,2677
Y6YZXVTF,Donn Cantrell,MG Advanced,Massive Dynamic,Won,6/4/2017,9/4/2017,2876
PQ3CLZ2N,Violet Mclelland,MG Advanced,Massive Dynamic,Won,5/24/2017,9/10/2017,3158
HJIO57TA,Violet Mclelland,MG Advanced,Massive Dynamic,Won,2/24/2017,6/6/2017,3246
2EILEDKF,Reed Clapper,MG Advanced,Massive Dynamic,Won,2/20/2017,3/5/2017,3315
K44WX2BT,Donn Cantrell,MG Advanced,Massive Dynamic,Won,5/16/2017,8/13/2017,3351
I776MNA8,Rosie Papadopoulos,MG Advanced,Massive Dynamic,Won,7/19/2017,7/21/2017,3568
JPPLGVUS,Violet Mclelland,MG Advanced,Massive Dynamic,Won,10/2/2017,12/31/2017,3629
0ONK3WET,Cassey Cress,GTXPro,Massive Dynamic,Won,11/18/2017,11/21/2017,4243
DF4KYH5H,Cassey Cress,GTXPro,Massive Dynamic,Won,3/1/2017,6/30/2017,4256
G53492IF,Reed Clapper,GTXPro,Massive Dynamic,Won,9/19/2017,9/24/2017,4369
S34T8KPW,Cassey Cress,GTX Plus Pro,Massive Dynamic,Won,6/13/2017,8/4/2017,4598
S8ALJKKH,Garret Kinder,GTXPro,Massive Dynamic,Won,5/18/2017,8/14/2017,4671
8VKD2CCH,Rosie Papadopoulos,GTXPro,Massive Dynamic,Won,11/27/2016,3/21/2017,4829
0Y8HO91H,Cassey Cress,GTXPro,Massive Dynamic,Won,5/18/2017,8/2/2017,4873
5G9WEZTP,Garret Kinder,GTXPro,Massive Dynamic,Won,7/29/2017,8/16/2017,5319
3C7A75LH,Cassey Cress,GTXPro,Massive Dynamic,Won,9/25/2017,9/27/2017,5727
PH5GSB37,Boris Faz,GTXPro,Massive Dynamic,Won,7/3/2017,8/26/2017,5833
5J1C46RJ,Reed Clapper,GTX Plus Pro,Massive Dynamic,Won,6/30/2017,9/19/2017,5927
DYNHHN6P,Maureen Marcano,GTXPro,Massive Dynamic,Engaging,4/29/2017,5/31/2017,4035
REO3FMSB,Corliss Cosme,MG Advanced,Massive Dynamic,Engaging,6/9/2017,7/17/2017,2940
2TYZRE2R,Moses Frase,MG Special,Massive Dynamic,Engaging,7/24/2017,9/22/2017,48
IEIZU3TY,Reed Clapper,GTX Plus Basic,Mathtouch,Lost,9/25/2017,12/24/2017,597
ESZPH44N,Violet Mclelland,GTXPro,Mathtouch,Lost,9/9/2017,12/19/2017,3419
O2BF1KAT,Garret Kinder,MG Special,Mathtouch,Lost,9/30/2017,12/19/2017,34
HJLKGIH4,Reed Clapper,GTX Plus Basic,Mathtouch,Lost,9/18/2017,12/4/2017,900
XVM3UK16,Daniell Hammack,GTX Plus Pro,Mathtouch,Lost,8/31/2017,11/6/2017,3265
H4FIU51C,Daniell Hammack,MG Advanced,Mathtouch,Lost,10/22/2017,10/26/2017,3007
0B09WODM,Boris Faz,GTX Plus Basic,Mathtouch,Lost,10/24/2017,10/26/2017,662
IF2BUC3Q,Wilburn Farren,GTXPro,Mathtouch,Lost,10/6/2017,10/8/2017,3136
D40ALWGC,Donn Cantrell,GTX Plus Pro,Mathtouch,Lost,9/18/2017,9/28/2017,4604
YWKFH7VT,Cassey Cress,GTX Basic,Mathtouch,Lost,6/26/2017,9/27/2017,324
FZNEISTX,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,6/13/2017,8/22/2017,1048
6CPBVF9F,Wilburn Farren,MG Advanced,Mathtouch,Lost,5/11/2017,8/4/2017,2634
BWRNVTNR,Cassey Cress,GTX Basic,Mathtouch,Lost,5/14/2017,8/2/2017,430
T0SO96YG,Reed Clapper,GTX Basic,Mathtouch,Lost,7/22/2017,7/30/2017,461
908W84Y6,Reed Clapper,GTX Plus Basic,Mathtouch,Lost,7/20/2017,7/22/2017,660
SFIMNCPZ,Violet Mclelland,MG Advanced,Mathtouch,Lost,7/8/2017,7/10/2017,2001
VH3C0A8F,Donn Cantrell,GTX Basic,Mathtouch,Lost,7/4/2017,7/5/2017,343
FCWU08BA,Reed Clapper,GTXPro,Mathtouch,Lost,7/1/2017,7/3/2017,4125
YKC8JUSY,Boris Faz,GTX Plus Pro,Mathtouch,Lost,6/18/2017,7/1/2017,4488
8GYH6R9J,Wilburn Farren,GTX Basic,Mathtouch,Lost,6/13/2017,6/27/2017,518
X6RLT30X,Reed Clapper,GTX Plus Pro,Mathtouch,Lost,2/21/2017,5/23/2017,2768
2J16RN99,Donn Cantrell,GTXPro,Mathtouch,Lost,2/16/2017,5/21/2017,3202
59FN87JP,Boris Faz,GTX Plus Pro,Mathtouch,Lost,5/2/2017,5/21/2017,3449
QWR1O5R9,Donn Cantrell,MG Advanced,Mathtouch,Lost,5/13/2017,5/17/2017,3014
Q72BVH8T,Donn Cantrell,GTX Plus Basic,Mathtouch,Lost,5/6/2017,5/12/2017,955
Q1JKHY7H,Violet Mclelland,MG Special,Mathtouch,Lost,2/6/2017,5/6/2017,38
O64JQPJ2,Corliss Cosme,GTXPro,Mathtouch,Lost,4/23/2017,4/30/2017,2714
5SNTPPOV,Garret Kinder,GTXPro,Mathtouch,Lost,4/16/2017,4/18/2017,4550
O1TDG6YN,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,4/10/2017,4/17/2017,1036
9WMU7YHD,Cassey Cress,MG Special,Mathtouch,Won,1/9/2017,3/3/2017,53
FYS6IZO4,Violet Mclelland,MG Special,Mathtouch,Won,9/4/2017,11/7/2017,59
794XWMYE,Garret Kinder,MG Special,Mathtouch,Won,6/29/2017,9/7/2017,61
XNO6DQPU,Rosie Papadopoulos,MG Special,Mathtouch,Won,4/28/2017,5/3/2017,64
8G2OTKLL,Violet Mclelland,MG Special,Mathtouch,Won,9/10/2017,9/27/2017,66
S2UWELRW,Donn Cantrell,GTX Basic,Mathtouch,Won,3/2/2017,6/11/2017,487
H78I3TAY,Reed Clapper,GTX Basic,Mathtouch,Won,12/16/2016,3/14/2017,493
OXL0YWEE,Violet Mclelland,GTX Basic,Mathtouch,Won,12/10/2016,3/18/2017,504
TPVFA5B8,Reed Clapper,GTX Basic,Mathtouch,Won,2/5/2017,5/7/2017,532
FF5G00YD,Corliss Cosme,GTX Basic,Mathtouch,Won,5/26/2017,9/18/2017,560
QX4VN0WB,Daniell Hammack,GTX Basic,Mathtouch,Won,5/19/2017,9/1/2017,592
GXQJVJQT,Corliss Cosme,GTX Basic,Mathtouch,Won,10/27/2017,10/29/2017,601
5SJP2J1J,Boris Faz,GTX Plus Basic,Mathtouch,Won,11/19/2017,11/20/2017,886
12OQKSVK,Reed Clapper,GTX Plus Basic,Mathtouch,Won,2/9/2017,3/20/2017,896
9LX9MAPU,Violet Mclelland,GTX Plus Basic,Mathtouch,Won,3/23/2017,4/1/2017,941
GJ4L5HHN,Corliss Cosme,GTX Plus Basic,Mathtouch,Won,12/9/2016,3/14/2017,1034
6NWIZG2N,Reed Clapper,GTX Plus Basic,Mathtouch,Won,11/16/2017,11/24/2017,1035
REJ11LRY,Garret Kinder,GTX Plus Basic,Mathtouch,Won,11/13/2016,3/14/2017,1233
K83L4L0I,Rosie Papadopoulos,MG Advanced,Mathtouch,Won,5/29/2017,6/17/2017,2918
QYUZ3KVU,Donn Cantrell,MG Advanced,Mathtouch,Won,8/6/2017,8/11/2017,3114
QF1I965E,Garret Kinder,MG Advanced,Mathtouch,Won,7/13/2017,9/30/2017,3340
5F40OSXS,Cassey Cress,MG Advanced,Mathtouch,Won,6/13/2017,6/19/2017,3424
V4EKF9RF,Corliss Cosme,MG Advanced,Mathtouch,Won,3/24/2017,3/31/2017,3498
RTH5O6ZW,Cassey Cress,MG Advanced,Mathtouch,Won,3/14/2017,6/13/2017,3600
JRWBU9BS,Daniell Hammack,GTXPro,Mathtouch,Won,6/18/2017,6/26/2017,3720
RQ3BV2I5,Daniell Hammack,GTXPro,Mathtouch,Won,6/23/2017,9/27/2017,3729
OCMCRBJR,Boris Faz,MG Advanced,Mathtouch,Won,7/21/2017,9/18/2017,3830
8EF4D82U,Boris Faz,GTXPro,Mathtouch,Won,7/14/2017,9/14/2017,3834
8977L373,Wilburn Farren,MG Advanced,Mathtouch,Won,11/12/2017,11/19/2017,4011
PYY9M6Q4,Donn Cantrell,GTXPro,Mathtouch,Won,4/7/2017,4/13/2017,4152
1W5FOS69,Cassey Cress,GTXPro,Mathtouch,Won,8/31/2017,11/30/2017,4201
4MTIOMFQ,Reed Clapper,GTXPro,Mathtouch,Won,7/29/2017,8/8/2017,4252
V9FD3EYK,Reed Clapper,GTXPro,Mathtouch,Won,6/9/2017,9/22/2017,4370
R4LH95QS,Daniell Hammack,GTXPro,Mathtouch,Won,2/22/2017,3/3/2017,4475
6H1MBBVR,Reed Clapper,GTXPro,Mathtouch,Won,8/15/2017,8/23/2017,4545
1A1BI5VB,Boris Faz,GTXPro,Mathtouch,Won,9/9/2017,9/22/2017,4609
73SY9EU8,Daniell Hammack,GTXPro,Mathtouch,Won,2/12/2017,5/31/2017,4664
4ZGA57SX,Rosie Papadopoulos,GTXPro,Mathtouch,Won,6/1/2017,8/3/2017,4686
BGNB966A,Boris Faz,GTX Plus Pro,Mathtouch,Won,2/26/2017,3/13/2017,4766
8W206MO5,Garret Kinder,GTX Plus Pro,Mathtouch,Won,4/21/2017,6/12/2017,4908
RW13VT8T,Garret Kinder,GTX Plus Pro,Mathtouch,Won,3/18/2017,5/11/2017,4995
JE5085VJ,Daniell Hammack,GTX Plus Pro,Mathtouch,Won,4/17/2017,6/27/2017,5076
KJBYGG1S,Rosie Papadopoulos,GTXPro,Mathtouch,Won,4/1/2017,5/12/2017,5106
9824T94P,Violet Mclelland,GTXPro,Mathtouch,Won,6/29/2017,7/9/2017,5159
D3HUUVPL,Daniell Hammack,GTXPro,Mathtouch,Won,9/24/2017,12/4/2017,5255
B85LVFR1,Reed Clapper,GTXPro,Mathtouch,Won,3/27/2017,4/5/2017,5363
ULY6LFT1,Rosie Papadopoulos,GTXPro,Mathtouch,Won,7/20/2017,7/31/2017,5392
PDXFONE0,Reed Clapper,GTXPro,Mathtouch,Won,5/25/2017,6/7/2017,5420
Z6ETLZQU,Corliss Cosme,GTX Plus Pro,Mathtouch,Won,10/1/2017,12/18/2017,5528
369V78M2,Donn Cantrell,GTXPro,Mathtouch,Won,9/28/2017,10/7/2017,5553
5HKITTHD,Boris Faz,GTX Plus Pro,Mathtouch,Won,8/19/2017,12/3/2017,5703
WVG1CIHX,Reed Clapper,GTX Plus Pro,Mathtouch,Won,2/28/2017,6/3/2017,6046
CT3HBBI2,Elease Gluck,MG Special,Mathtouch,Engaging,1/15/2017,6/17/2017,55
RP7KA6HS,Elease Gluck,MG Special,Mathtouch,Engaging,2/5/2017,3/25/2017,40
26CH1NDR,Daniell Hammack,GTX Basic,Mathtouch,Engaging,3/9/2017,4/9/2017,421
8TFYRWZ6,Gladys Colclough,MG Advanced,Mathtouch,Engaging,7/22/2017,9/30/2017,1973
PR1H7NHK,Versie Hillebrand,MG Special,Mathtouch,Engaging,8/1/2017,10/19/2017,44
NNH4EBG8,Vicki Laflamme,MG Special,Mathtouch,Engaging,8/3/2017,10/16/2017,53
9D43V124,Vicki Laflamme,MG Special,Mathtouch,Engaging,8/20/2017,12/4/2017,49
DX9CCI9C,Kary Hendrixson,MG Advanced,Nam-zim,Lost,9/24/2017,12/19/2017,2596
BKMYW792,Kami Bicknell,MG Advanced,Nam-zim,Lost,9/19/2017,11/27/2017,2246
XKYQ16FS,Kary Hendrixson,MG Special,Nam-zim,Lost,10/18/2017,11/5/2017,49
KDNNV952,Markita Hansen,MG Special,Nam-zim,Lost,10/17/2017,10/26/2017,28
GH0FU105,Markita Hansen,MG Advanced,Nam-zim,Lost,10/13/2017,10/18/2017,3042
UZ9SEIZ9,Vicki Laflamme,MG Special,Nam-zim,Lost,10/4/2017,10/13/2017,29
I3TDKU30,Rosalina Dieter,MG Special,Nam-zim,Lost,9/5/2017,9/14/2017,30
CEOEM2MY,Hayden Neloms,GTX Plus Basic,Nam-zim,Lost,7/28/2017,7/29/2017,951
CEOMZE9H,Vicki Laflamme,GTX Basic,Nam-zim,Lost,7/15/2017,7/26/2017,362
8CV5MZWW,Kami Bicknell,GTX Basic,Nam-zim,Lost,7/17/2017,7/21/2017,370
TPP1IGKV,Kary Hendrixson,GTXPro,Nam-zim,Lost,7/10/2017,7/17/2017,3891
9ZPY98PB,Vicki Laflamme,GTX Basic,Nam-zim,Lost,7/11/2017,7/13/2017,341
N5FOEJZ9,Kami Bicknell,GTX Basic,Nam-zim,Lost,2/20/2017,6/3/2017,502
HV7Y6184,Kami Bicknell,GTXPro,Nam-zim,Lost,2/17/2017,5/28/2017,4793
9UVKASFY,Vicki Laflamme,GTX Plus Pro,Nam-zim,Lost,3/14/2017,5/27/2017,3490
2JFS8EGS,Maureen Marcano,MG Special,Nam-zim,Lost,2/26/2017,5/3/2017,50
CY33L07I,Kami Bicknell,GTXPro,Nam-zim,Lost,4/30/2017,5/1/2017,2863
ZZI8GUEM,Kami Bicknell,GTX Plus Basic,Nam-zim,Lost,4/26/2017,4/28/2017,883
IJLPV177,Rosalina Dieter,MG Special,Nam-zim,Lost,3/14/2017,3/30/2017,43
BXXMA7F3,Hayden Neloms,MG Advanced,Nam-zim,Lost,11/21/2016,3/1/2017,2698
6Z3EP424,Elease Gluck,MG Special,Nam-zim,Won,11/5/2017,11/16/2017,51
LV5SEMZQ,Elease Gluck,MG Special,Nam-zim,Won,4/3/2017,4/7/2017,52
ULWQ61OZ,James Ascencio,MG Special,Nam-zim,Won,9/3/2017,12/6/2017,54
IVVBVNDH,Vicki Laflamme,MG Special,Nam-zim,Won,11/1/2017,11/2/2017,55
